source,category,name,brand,url,postcode,lat,lon,phone,rating,price_level,business_status,opening_hours
places,trampoline,Flip Out Lakeside,,https://www.flipout.co.uk/locations/lakeside/,RM20 2AD,51.4881467,0.282452,01375 807888,4.4,,OPERATIONAL,Monday: 9:00 AM – 8:30 PM; Tuesday: 9:00 AM – 8:30 PM; Wednesday: 9:00 AM – 8:30 PM; Thursday: 9:00 AM – 8:30 PM; Friday: 9:00 AM – 8:30 PM; Saturday: 9:00 AM – 8:30 PM; Sunday: 9:00 AM – 8:30 PM
places,trampoline,"Air Thrill London (Catford Island) Inflatable, Combat Zone & Party Arena",,http://london.airthrill.co.uk/,SE6 2DD,51.444998,-0.0179936,020 8092 4360,3.6,,OPERATIONAL,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 4:00 – 6:45 PM; Saturday: 10:00 AM – 6:45 PM; Sunday: 10:00 AM – 5:15 PM
places,trampoline,AirHop Adventure & Trampoline Park Enfield,,https://www.airhop.co.uk/adventure-trampoline-park-enfield/,EN1 1FS,51.6434614,-0.05902779999999999,0330 223 3333,4.4,,OPERATIONAL,Monday: 3:30 – 7:00 PM; Tuesday: 3:30 – 7:00 PM; Wednesday: 3:30 – 7:00 PM; Thursday: 3:30 – 7:00 PM; Friday: 10:00 AM – 9:00 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 7:00 PM
places,trampoline,TRAMPOLINE Cafe,,http://www.trampolinecafe.com/,N1 8EA,51.534971299999995,-0.1037844,07404 329796,4.9,,OPERATIONAL,Monday: 10:00 AM – 3:00 PM; Tuesday: 10:00 AM – 3:00 PM; Wednesday: 12:00 – 8:00 PM; Thursday: 12:00 – 8:00 PM; Friday: 12:00 – 8:00 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 9:00 PM
places,trampoline,Oxygen Croydon,,https://oxygenactiveplay.co.uk/activity-parks/croydon/?utm_source=google&utm_medium=seo&utm_campaign=gmb,CR0 4RQ,51.3566916,-0.11443619999999999,020 8050 1315,4.1,,OPERATIONAL,"Monday: 9:30 AM – 1:30 PM, 3:30 – 7:00 PM; Tuesday: 9:30 AM – 1:30 PM, 3:30 – 7:00 PM; Wednesday: 9:30 AM – 1:30 PM, 3:30 – 7:00 PM; Thursday: 9:30 AM – 1:30 PM, 3:30 – 7:00 PM; Friday: 9:30 AM – 1:30 PM, 3:30 – 7:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: 9:00 AM – 7:00 PM"
places,trampoline,Inflata Nation Colindale (London),,https://www.inflatanation.com/locations/colindale/,NW9 6TH,51.590993,-0.2583951,0161 710 2360,4,,OPERATIONAL,Monday: 12:00 – 7:00 PM; Tuesday: 12:00 – 7:00 PM; Wednesday: 12:00 – 7:00 PM; Thursday: 12:00 – 7:00 PM; Friday: 12:00 – 7:00 PM; Saturday: 10:00 AM – 7:00 PM; Sunday: 10:00 AM – 7:00 PM
places,trampoline,Jump In by AirHop Adventure & Trampoline Park Elstree,,https://gojumpin.com/trampoline-park-elstree,WD6 1QQ,51.659081,-0.262665,0330 223 3333,4.6,,OPERATIONAL,Monday: 10:00 AM – 7:00 PM; Tuesday: 3:30 – 7:00 PM; Wednesday: 3:30 – 7:00 PM; Thursday: 3:30 – 7:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 9:00 AM – 6:00 PM
places,trampoline,Ninja Warrior UK Adventure (Watford),,http://www.ninjawarrioruk.co.uk/watford,WD25 7JZ,51.6922784,-0.39473199999999997,01923 962499,4.5,,OPERATIONAL,Monday: 9:30 AM – 6:00 PM; Tuesday: 9:30 AM – 6:00 PM; Wednesday: 9:30 AM – 6:00 PM; Thursday: 9:30 AM – 6:00 PM; Friday: 9:30 AM – 6:00 PM; Saturday: 9:30 AM – 8:00 PM; Sunday: 9:30 AM – 7:00 PM
places,climbing,VauxWall East Climbing Centre,,https://londonclimbingcentres.co.uk/centre/vauxeast/,SE11 6BD,51.4923431,-0.11460139999999999,020 3026 4958,4.7,,OPERATIONAL,Monday: 9:00 AM – 10:00 PM; Tuesday: 9:00 AM – 10:00 PM; Wednesday: 9:00 AM – 10:00 PM; Thursday: 9:00 AM – 10:00 PM; Friday: 9:00 AM – 10:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: 9:00 AM – 7:00 PM
places,climbing,EustonWall Climbing Centre,,https://londonclimbingcentres.co.uk/centre/eustonwall/,NW1 3AX,51.5243585,-0.1419586,020 3026 4911,4.5,,OPERATIONAL,Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 9:00 PM
places,climbing,Aldgate City Bouldering,,http://www.citybouldering.co.uk/,EC3N 1AL,51.5144051,-0.0745315,020 7247 3121,4.7,,OPERATIONAL,Monday: 6:30 AM – 11:00 PM; Tuesday: 6:30 AM – 11:00 PM; Wednesday: 6:30 AM – 11:00 PM; Thursday: 6:30 AM – 11:00 PM; Friday: 6:30 AM – 11:00 PM; Saturday: 9:00 AM – 10:00 PM; Sunday: 9:00 AM – 10:00 PM
places,climbing,The Font Climbing - Borough,,https://www.the-font.co.uk/borough,SE1 9BL,51.5072577,-0.09706859999999999,020 8161 4450,4.7,,OPERATIONAL,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 10:00 AM – 6:00 PM; Sunday: 10:00 AM – 6:00 PM
places,climbing,The Castle Climbing Centre,,http://www.castle-climbing.co.uk/,N4 2HA,51.5653079,-0.09256180000000001,020 8211 7000,4.8,,OPERATIONAL,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 10:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 9:00 AM – 8:00 PM
places,climbing,VauxWall West Climbing Centre,,https://londonclimbingcentres.co.uk/centre/vauxwest/,SW8 1SR,51.4850646,-0.12281269999999998,020 7160 0248,4.7,,OPERATIONAL,Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 8:00 AM – 10:00 PM; Sunday: 8:00 AM – 10:00 PM
places,climbing,Substation Brixton,,https://brixton.substation.co.uk/,SW2 5DZ,51.458757,-0.12831889999999999,020 7326 4792,4.7,,OPERATIONAL,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM
places,climbing,Arch Climbing Wall | Bermondsey,,https://www.archclimbingwall.com/,SE16 4DG,51.493443,-0.06086839999999999,020 7237 4418,4.7,,OPERATIONAL,Monday: 6:30 AM – 10:30 PM; Tuesday: 6:30 AM – 10:30 PM; Wednesday: 6:30 AM – 10:30 PM; Thursday: 6:30 AM – 10:30 PM; Friday: 6:30 AM – 10:30 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 9:00 PM
places,climbing,Third Space Soho,,https://www.thirdspace.london/clubs/soho/,W1F 9US,51.511269899999995,-0.1357459,020 7439 6333,4.8,,OPERATIONAL,Monday: 6:00 AM – 10:00 PM; Tuesday: 6:00 AM – 10:00 PM; Wednesday: 6:00 AM – 10:00 PM; Thursday: 6:00 AM – 10:00 PM; Friday: 6:00 AM – 10:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM
places,climbing,The Climbing Hangar London,,http://theclimbinghangar.com/london/?utm_source=google-business-profile,SW6 4HH,51.4764426,-0.199494,020 3841 7990,4.7,,OPERATIONAL,Monday: 10:00 AM – 10:00 PM; Tuesday: 10:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 10:00 AM – 10:00 PM; Friday: 7:00 AM – 9:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: 9:00 AM – 7:00 PM
places,climbing,Mile End Climbing Wall,,http://www.mileendwall.org.uk/,E3 5BE,51.527699,-0.0398529,020 8980 0289,4.7,,OPERATIONAL,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 9:00 AM – 8:00 PM
places,climbing,City Bouldering Stratford,,https://www.citybouldering.co.uk/locations/stratford,E15 2JA,51.537143199999996,-0.0038204999999999997,020 3488 1123,4.9,,OPERATIONAL,Monday: 7:00 AM – 10:30 PM; Tuesday: 7:00 AM – 10:30 PM; Wednesday: 7:00 AM – 10:30 PM; Thursday: 7:00 AM – 10:30 PM; Friday: 7:00 AM – 10:30 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 9:00 PM
places,climbing,Bethwall Green Climbing Centre,,https://londonclimbingcentres.co.uk/centre/bethwall/,E2 9QX,51.527598,-0.056319,020 3026 4912,4.9,,OPERATIONAL,Monday: 6:00 AM – 11:00 PM; Tuesday: 6:00 AM – 11:00 PM; Wednesday: 6:00 AM – 11:00 PM; Thursday: 6:00 AM – 11:00 PM; Friday: 6:00 AM – 11:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM
places,climbing,White City Bouldering,,https://www.citybouldering.co.uk/locations/white-city,W12 7HB,51.5094485,-0.2230555,020 8743 6466,4.8,,OPERATIONAL,Monday: 9:00 AM – 10:30 PM; Tuesday: 9:00 AM – 10:30 PM; Wednesday: 9:00 AM – 10:30 PM; Thursday: 9:00 AM – 10:30 PM; Friday: 9:00 AM – 10:30 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 9:00 PM
places,climbing,MURO Climbing Peckham,,http://muroclimbing.com/,SE15 3RD,51.4694547,-0.0620985,,4.8,,OPERATIONAL,Monday: 11:00 AM – 10:00 PM; Tuesday: 11:00 AM – 10:00 PM; Wednesday: 11:00 AM – 10:00 PM; Thursday: 11:00 AM – 10:00 PM; Friday: 11:00 AM – 10:00 PM; Saturday: 11:00 AM – 7:00 PM; Sunday: 11:00 AM – 7:00 PM
places,climbing,Climbing Gym Sen,,https://www.climbinggymsen.co.uk/,SE1 7DR,51.4984015,-0.11381129999999999,020 8149 0107,4.8,,OPERATIONAL,Monday: 10:30 AM – 10:30 PM; Tuesday: 10:30 AM – 10:30 PM; Wednesday: 10:30 AM – 10:30 PM; Thursday: 10:30 AM – 10:30 PM; Friday: 10:30 AM – 10:30 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 9:00 AM – 8:00 PM
places,climbing,Westway Climbing,,https://www.everyoneactive.com/westway-climbing/,W10 6RP,51.515518099999994,-0.2205732,020 8969 0992,4.6,,OPERATIONAL,Monday: 8:00 AM – 9:45 PM; Tuesday: 8:00 AM – 9:45 PM; Wednesday: 8:00 AM – 9:45 PM; Thursday: 8:00 AM – 9:45 PM; Friday: 8:00 AM – 9:45 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM
places,climbing,Stronghold Climbing Centre - London Fields,,http://www.thestrongholduk.com/,E8 4FX,51.5345229,-0.0602298,020 8350 2453,4.8,,OPERATIONAL,Monday: 7:00 AM – 10:30 PM; Tuesday: 7:00 AM – 10:30 PM; Wednesday: 7:00 AM – 10:30 PM; Thursday: 7:00 AM – 10:30 PM; Friday: 7:00 AM – 10:30 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 9:00 PM
places,climbing,RavensWall Climbing Centre,,https://londonclimbingcentres.co.uk/centre/ravenswall/,W6 0UQ,51.4942685,-0.23634,020 3026 4956,4.9,,OPERATIONAL,Monday: 6:00 AM – 10:30 PM; Tuesday: 6:00 AM – 10:30 PM; Wednesday: 6:00 AM – 10:30 PM; Thursday: 6:00 AM – 10:30 PM; Friday: 6:00 AM – 10:30 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 9:00 PM
places,climbing,Clip 'n Climb Wandsworth,,https://wandsworth.clipnclimb.co.uk/,SW18 2PT,51.4565543,-0.1913522,020 4541 7904,4.5,,OPERATIONAL,Monday: Closed; Tuesday: 12:00 – 7:00 PM; Wednesday: 12:00 – 7:00 PM; Thursday: 12:00 – 8:00 PM; Friday: 12:00 – 8:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 9:00 AM – 7:00 PM
places,laser_tag,Laser Quest Brent Cross,,https://lqbrentcross.co.uk/,NW2 6LW,51.5689967,-0.2276622,020 8633 8860,4.8,,OPERATIONAL,Monday: 3:00 – 9:00 PM; Tuesday: 3:00 – 9:00 PM; Wednesday: 3:00 – 9:00 PM; Thursday: 3:00 – 9:00 PM; Friday: 3:00 – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 9:00 PM
places,laser_tag,Laser Quest Greenwich,,https://laserquestgreenwich.com/,SE10 8EW,51.4758754,-0.0195171,020 8050 5519,4.8,,OPERATIONAL,Monday: 4:00 – 9:00 PM; Tuesday: 4:00 – 9:00 PM; Wednesday: 4:00 – 9:00 PM; Thursday: 4:00 – 9:00 PM; Friday: 4:00 – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 9:00 PM
places,laser_tag,Laser Tag 2U,,https://lasertag2u.co.uk/,WC2H 9JQ,51.5149037,-0.1235842,0333 090 2320,5,,OPERATIONAL,Monday: 9:30 AM – 6:00 PM; Tuesday: 9:30 AM – 6:00 PM; Wednesday: 9:30 AM – 6:00 PM; Thursday: 9:30 AM – 6:00 PM; Friday: 9:30 AM – 6:00 AM; Saturday: 9:30 AM – 6:00 PM; Sunday: 9:30 AM – 6:00 PM
places,laser_tag,GO Paintball London & Laser Tag London Office,,https://www.goactionforest.co.uk/?utm_source=google-my-business&utm_medium=organic+&utm_campaign=gmblondon,SE1 9PD,51.5080972,-0.10744179999999999,020 8935 5638,4.5,,OPERATIONAL,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours
places,laser_tag,The Crystal Maze LIVE Experience,,https://the-crystal-maze.com/london/,W1D 7EU,51.5109186,-0.133551,0161 791 0727,4.6,,OPERATIONAL,Monday: 1:00 – 9:00 PM; Tuesday: 1:00 – 9:00 PM; Wednesday: 1:00 – 9:00 PM; Thursday: 1:00 – 9:00 PM; Friday: 1:00 – 9:00 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 9:00 PM
places,laser_tag,Adrenalin Rush Laser Combat,,http://www.arush.co.uk/,W4 2SH,51.474158499999994,-0.257197,07773 775445,4.5,,OPERATIONAL,Monday: 9:00 AM – 10:00 PM; Tuesday: 9:00 AM – 10:00 PM; Wednesday: 9:00 AM – 10:00 PM; Thursday: 9:00 AM – 10:00 PM; Friday: 9:00 AM – 10:00 PM; Saturday: 9:00 AM – 10:00 PM; Sunday: 9:00 AM – 10:00 PM
places,laser_tag,Laser Quest & Entertainments Bromley,,https://laserquestbromley.com/,BR1 4JU,51.4185443,0.0012933,020 8466 7689,4.4,,OPERATIONAL,Monday: Closed; Tuesday: Closed; Wednesday: 4:00 – 9:00 PM; Thursday: 4:00 – 9:00 PM; Friday: 4:00 – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 9:00 PM
places,laser_tag,"Immersive Gamebox - Shoreditch, London",,https://www.immersivegamebox.com/venues/psl-london-shoreditch/?utm_source=Googlemaps&utm_medium=maps&utm_campaign=PSL,EC2A 2BA,51.5218089,-0.0803947,020 3093 6475,4.9,,OPERATIONAL,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 11:00 AM – 11:00 PM; Sunday: 11:00 AM – 9:00 PM
places,laser_tag,GO Laser Tag London - Forest Laser Tag,,https://www.golasertaglondon.co.uk/?utm_source=google-my-business&utm_medium=organic,CR3 0HB,51.2996219,-0.084802,020 8935 5638,4.7,,OPERATIONAL,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours
places,laser_tag,Laser Quest London E6,,https://lqlondone6.co.uk/?utm_source=google&utm_medium=local&utm_campaign=londone6,E6 1LB,51.532823,0.050743899999999995,020 3981 6158,3.4,,OPERATIONAL,Monday: 12:00 – 5:00 PM; Tuesday: 12:00 – 5:00 PM; Wednesday: 12:00 – 5:00 PM; Thursday: Closed; Friday: 4:00 – 8:00 PM; Saturday: 10:00 AM – 8:00 PM; Sunday: 10:00 AM – 7:00 PM
places,laser_tag,Flip Out Hounslow,,https://www.flipout.co.uk/locations/hounslow,TW3 1EH,51.469549099999995,-0.3618266,020 8089 6969,4.8,,OPERATIONAL,Monday: 12:00 – 8:00 PM; Tuesday: 12:00 – 8:00 PM; Wednesday: 3:00 – 8:00 PM; Thursday: Closed; Friday: 11:00 AM – 8:00 PM; Saturday: 9:00 AM – 8:00 PM; Sunday: 10:00 AM – 7:00 PM
places,laser_tag,Laser Quest & VR Centre Kingston,,https://laserquestkingston.com/,KT6 5AT,51.3753179,-0.3028403,020 4599 1350,4.5,,OPERATIONAL,Monday: Closed; Tuesday: Closed; Wednesday: 4:00 – 9:00 PM; Thursday: 4:00 – 9:00 PM; Friday: 4:00 – 9:00 PM; Saturday: 10:00 AM – 9:00 PM; Sunday: 10:00 AM – 9:00 PM
places,laser_tag,Gambado,,https://www.gambado.com/locations/chelsea,SW6 2PY,51.4743132,-0.1834861,020 7384 1635,4.3,,OPERATIONAL,Monday: 10:00 AM – 5:45 PM; Tuesday: 10:00 AM – 5:45 PM; Wednesday: 10:00 AM – 5:45 PM; Thursday: 10:00 AM – 5:45 PM; Friday: 10:00 AM – 5:45 PM; Saturday: 9:30 AM – 6:00 PM; Sunday: 9:30 AM – 6:00 PM
places,laser_tag,Laser Quest Enfield,,http://www.lqenfield.co.uk/,EN3 4SA,51.646296199999995,-0.047771999999999995,020 8804 9996,4.4,,OPERATIONAL,Monday: 12:00 – 6:00 PM; Tuesday: 12:00 – 6:00 PM; Wednesday: 12:00 – 6:00 PM; Thursday: 12:00 – 6:00 PM; Friday: 12:00 – 6:00 PM; Saturday: 10:00 AM – 7:00 PM; Sunday: 10:00 AM – 6:00 PM
places,laser_tag,Flip Out Canary Wharf,,https://www.flipout.co.uk/locations/canary-wharf,E14 4QS,51.505150699999994,-0.021257900000000003,020 8588 9491,4.1,,OPERATIONAL,Monday: 4:00 – 8:00 PM; Tuesday: 4:00 – 8:00 PM; Wednesday: 4:00 – 8:00 PM; Thursday: 4:00 – 8:00 PM; Friday: 10:00 AM – 8:00 PM; Saturday: 10:00 AM – 8:00 PM; Sunday: 10:00 AM – 8:00 PM
places,laser_tag,Tenpin Acton,,https://www.tenpin.co.uk/our-locations/acton/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp_website,W3 0PA,51.524784499999996,-0.2809679,0333 038 6565,4.2,,OPERATIONAL,Monday: 10:00 AM – 1:00 AM; Tuesday: 10:00 AM – 1:00 AM; Wednesday: 10:00 AM – 1:00 AM; Thursday: 10:00 AM – 1:00 AM; Friday: 10:00 AM – 2:00 AM; Saturday: 9:00 AM – 2:00 AM; Sunday: 9:00 AM – 1:00 AM
places,laser_tag,Gravity MAX Westfield Stratford City,,https://gravity-global.com/max/stratford-city?utm_source=google&utm_medium=organic&utm_campaign=google_my_business,E20 1GL,51.542257,-0.0077442000000000006,0330 159 5815,3.5,,OPERATIONAL,Monday: 11:00 AM – 11:00 PM; Tuesday: 11:00 AM – 11:00 PM; Wednesday: 11:00 AM – 11:00 PM; Thursday: 11:00 AM – 11:00 PM; Friday: 11:00 AM – 11:00 PM; Saturday: 11:00 AM – 11:00 PM; Sunday: 11:00 AM – 11:00 PM
places,laser_tag,The Activity People,,http://www.theactivitypeople.co.uk/,WC1N 3AX,51.520710199999996,-0.12204790000000001,0844 745 5005,4,,OPERATIONAL,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 8:00 AM – 1:00 PM; Sunday: 8:00 AM – 1:00 PM
places,laser_tag,Combat Laser Games Kent,,http://www.combatlasergames.com/,DA14 5AH,51.413805499999995,0.1263454,01634 321317,4.9,,OPERATIONAL,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 4:00 PM; Sunday: 9:00 AM – 4:00 PM
places,laser_tag,Laser Tag 4 Hire Official - The UK’s Number One Laser Tag Rental Company,,https://www.lasertag4hire.com/,HA5 2QY,51.5815932,-0.40032619999999997,0333 090 7899,5,,OPERATIONAL,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours
places,mini_golf,Puttshack Bank,,http://www.puttshack.com/,EC2R 8EJ,51.5130522,-0.09139259999999999,020 3912 9400,4.7,,OPERATIONAL,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 PM – 12:00 AM; Friday: 12:00 PM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: 11:00 AM – 10:00 PM
places,mini_golf,Swingers West End,,https://swingers.club/uk/venues/west-end?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=west-end,W1G 0AB,51.515676799999994,-0.1432754,020 3846 3222,4.4,PRICE_LEVEL_MODERATE,OPERATIONAL,Monday: 3:00 – 10:30 PM; Tuesday: 1:00 – 10:30 PM; Wednesday: 1:00 – 10:30 PM; Thursday: 1:00 PM – 12:00 AM; Friday: 1:00 PM – 12:30 AM; Saturday: 10:30 AM – 12:30 AM; Sunday: 10:30 AM – 9:00 PM
places,mini_golf,"Puttshack, White City",,https://www.puttshack.com/,W12 7HB,51.5092776,-0.2232769,020 3912 9400,4.7,PRICE_LEVEL_MODERATE,OPERATIONAL,Monday: 12:00 – 10:00 PM; Tuesday: 12:00 – 10:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 PM – 12:00 AM; Saturday: 11:00 AM – 12:00 AM; Sunday: 11:00 AM – 9:00 PM
places,mini_golf,Crazy Boules,,https://crazyboules.com/?utm_source=Google++business&utm_medium=Listing+&utm_campaign=Always+On&utm_id=Always+On,SE1 6DR,51.4985114,-0.0984307,,4.9,,OPERATIONAL,Monday: Closed; Tuesday: 5:00 – 10:00 PM; Wednesday: 5:00 – 10:00 PM; Thursday: 2:00 – 11:00 PM; Friday: 2:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 9:00 PM
places,mini_golf,The Lost Jungle London,,http://www.lostjunglelondon.co.uk/,HA8 8DD,51.6266762,-0.29221169999999996,020 8958 1168,4.6,,OPERATIONAL,Monday: 10:00 AM – 7:00 PM; Tuesday: 10:00 AM – 7:00 PM; Wednesday: 10:00 AM – 7:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 10:00 AM – 7:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: 9:00 AM – 7:00 PM
places,mini_golf,Junkyard Golf Club | Crazy Golf Shoreditch,,http://www.tedscrazygolf.co.uk/london,EC2A 2BE,51.521964399999995,-0.0823127,,4.3,,OPERATIONAL,Monday: Closed; Tuesday: 4:00 – 11:00 PM; Wednesday: 4:00 – 11:00 PM; Thursday: 4:00 – 11:00 PM; Friday: 3:00 PM – 12:00 AM; Saturday: 12:00 PM – 12:00 AM; Sunday: 12:00 – 10:00 PM
places,mini_golf,Putt Putt & Karaoke Bar,,https://puttputt.uk/,SW2 4UE,51.438636699999996,-0.12612969999999998,07897 421286,4.6,PRICE_LEVEL_INEXPENSIVE,OPERATIONAL,Monday: 12:00 PM – 12:30 AM; Tuesday: 12:00 PM – 12:30 AM; Wednesday: 12:00 PM – 12:30 AM; Thursday: 12:00 PM – 12:30 AM; Friday: 12:00 PM – 2:00 AM; Saturday: 12:00 PM – 2:00 AM; Sunday: 12:00 PM – 12:30 AM
places,mini_golf,Plonk Crazy Golf - Borough Market,,https://www.plonkgolf.co.uk/venue/borough-market/,SE1 9DA,51.505972400000005,-0.088763,,4.3,,OPERATIONAL,Monday: 12:00 – 7:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 7:00 PM
places,mini_golf,PodGolf @ The Padel Yard,,https://www.podgolf.co.uk/,SW18 1SH,51.459204500000006,-0.1924662,07783 629698,5,,OPERATIONAL,Monday: 7:00 AM – 11:00 PM; Tuesday: 7:00 AM – 11:00 PM; Wednesday: 7:00 AM – 11:00 PM; Thursday: 7:00 AM – 11:00 PM; Friday: 7:00 AM – 11:00 PM; Saturday: 7:00 AM – 11:00 PM; Sunday: 7:00 AM – 11:00 PM
places,mini_golf,Lane7 London Victoria,,https://lane7.com/venue/london-victoria/,SW1E 6SQ,51.4972114,-0.1386945,020 3924 0918,4.4,,OPERATIONAL,Monday: 12:00 – 11:30 PM; Tuesday: 12:00 – 11:30 PM; Wednesday: 12:00 – 11:30 PM; Thursday: 12:00 – 11:30 PM; Friday: 11:00 AM – 12:00 AM; Saturday: 10:00 AM – 12:00 AM; Sunday: 12:00 – 10:30 PM
places,mini_golf,Puttshack Watford,,http://www.puttshack.com/,WD17 2AU,51.655932,-0.3959,020 3912 9400,4.6,,OPERATIONAL,Monday: 12:00 – 10:00 PM; Tuesday: 12:00 – 10:00 PM; Wednesday: 12:00 – 10:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 PM – 12:00 AM; Saturday: 10:00 AM – 12:00 AM; Sunday: 10:00 AM – 10:00 PM
places,mini_golf,Putt in the Park,,http://www.puttinthepark.com/contact-us,SW18 1PP,51.4617921,-0.2012447,020 8877 0713,4.5,,OPERATIONAL,Monday: 9:00 AM – 9:00 PM; Tuesday: 9:00 AM – 9:00 PM; Wednesday: 9:00 AM – 9:00 PM; Thursday: 9:00 AM – 9:00 PM; Friday: 9:00 AM – 9:00 PM; Saturday: 9:00 AM – 9:00 PM; Sunday: 9:00 AM – 9:00 PM
